timestamp_ms,p0_n,p1_n,p2_n,p3_n,accel_x_mg,accel_y_mg,accel_z_mg,gyro_x_dps,gyro_y_dps,gyro_z_dps,temp_c
137180,2.69,1.02,0,1.98,-88.3,101.9,964.6,-22.71,17.44,-3.55,28.74
137200,0.86,0.98,0.67,1.73,-9.1,179.2,953.4,-10.53,14.08,-1.04,28.08
137220,0.26,0.28,0,0,-56.1,210.0,999.4,0.4,9.07,-3.05,28.31
137240,73.99,31.45,11.72,0,21.4,189.0,931.1,5.68,12.62,4.61,28.5
137260,55.36,44.69,17.24,0,35.9,133.8,920.5,15.3,9.76,2.49,28.65
137280,33.0,54.56,26.98,3.54,120.2,162.1,860.6,23.45,19.22,7.01,28.95
137300,21.93,57.58,39.81,0.17,129.4,49.5,798.7,33.98,15.65,5.77,29.33
137320,5.66,55.43,52.0,0.82,118.5,119.1,816.1,30.61,13.65,3.82,29.7
137340,3.16,47.54,68.96,6.35,44.3,81.8,807.8,36.43,-0.94,2.52,29.72
137360,0.34,37.67,75.45,7.26,92.7,-66.0,757.2,42.05,8.13,3.58,30.21
137380,0,24.08,84.26,10.85,62.8,-38.8,813.9,40.75,4.57,-2.84,30.01
137400,0,17.07,85.76,17.6,97.0,-114.5,819.5,36.0,-6.83,-1.43,30.54
137420,7.16,11.08,80.78,22.11,109.9,-86.9,843.2,32.06,-14.57,-6.0,30.98
137440,0,6.4,58.91,38.41,54.0,-129.3,872.0,24.79,-22.55,-3.91,30.71
137460,0,5.85,55.16,53.02,76.1,-147.0,964.8,20.62,-11.91,-4.23,31.12
137480,0,0,34.47,61.97,38.7,-144.6,955.1,9.27,-13.82,-6.7,31.03
137500,0,0,27.86,66.6,7.7,-180.0,1009.7,-3.55,-16.54,-3.21,30.78
137520,0,3.19,17.11,60.88,-53.7,-215.3,957.5,-7.55,-22.76,0.25,30.97
137540,0,0.64,10.67,55.62,-95.7,-113.4,1002.8,-25.1,-20.95,5.39,30.74
137560,0.86,0,3.28,38.1,-130.6,-132.0,1026.5,-26.02,-13.36,1.96,31.23
137580,0.35,0,0,28.39,-79.9,-106.7,991.8,-28.76,-4.02,10.16,30.33
137600,1.32,2.44,0,13.82,-133.0,-116.0,1075.5,-40.76,-13.04,1.81,30.84
137620,3.12,0,1.1,0,15.0,-24.9,1029.2,-39.73,1.76,4.97,30.34
137640,0,0,0,2.55,-70.3,7.6,941.6,-33.57,-1.55,-2.42,30.11
137660,3.23,1.83,0,3.17,-146.6,11.3,1012.4,-39.63,4.88,-2.97,30.2
137680,2.35,0.83,0,2.24,-110.6,19.0,1058.0,-34.83,16.59,-5.45,29.67
137700,0,7.69,2.0,0,-54.0,-2.3,1018.8,-34.49,7.32,-4.29,28.98
137720,3.45,2.06,0,0,-62.2,210.7,1009.5,-23.52,20.36,-7.27,28.92
137740,3.06,4.08,0,1.05,-50.4,175.3,1025.3,-15.93,23.78,-4.21,29.01
137760,2.65,2.37,0.67,0,55.1,100.3,1023.7,-4.08,21.14,2.49,28.31
137780,79.33,24.21,7.23,2.46,-10.7,160.9,983.0,0.79,16.26,-0.3,27.94
137800,69.12,35.59,14.42,0,41.4,167.8,990.8,16.81,19.43,-0.86,28.42
137820,50.54,42.88,13.61,1.07,84.3,237.8,932.2,14.82,27.35,4.49,28.82
137840,27.79,51.99,27.89,5.89,58.0,139.4,851.0,25.21,20.91,7.06,29.14
137860,16.89,60.12,39.36,3.53,58.0,20.1,805.9,30.6,5.2,4.48,29.1
137880,8.06,51.08,52.59,0,84.6,74.2,787.8,40.88,9.76,4.3,29.8
137900,7.15,39.79,68.66,3.4,146.9,61.2,760.7,35.18,0.47,4.45,30.13
137920,1.73,32.74,77.08,7.21,70.6,-16.1,816.3,39.7,6.65,-2.36,30.23
137940,0,25.33,88.48,7.25,92.7,-51.6,777.4,36.13,0.46,-5.11,30.07
137960,0,12.68,85.8,14.06,3.9,-11.5,780.3,31.93,-4.26,-4.72,30.32
137980,1.24,7.52,76.44,29.92,24.0,-30.6,855.2,27.02,-15.46,-6.77,30.39
138000,0,0.67,64.52,38.13,65.5,-167.1,856.4,25.12,-17.03,-2.78,30.72
138020,4.66,0,49.02,53.77,56.0,-127.5,943.6,9.51,-15.29,-1.8,31.1
138040,3.85,0,36.53,64.96,38.2,-136.7,983.0,6.71,-11.49,1.67,31.0
138060,0,1.42,20.26,60.63,-58.5,-264.9,1003.0,1.64,-25.84,-1.09,30.86
138080,1.04,0,15.99,63.11,-21.0,-118.8,983.3,-9.1,-11.14,-0.8,31.14
138100,2.59,2.01,9.09,50.23,-21.5,-158.0,1018.7,-26.11,-13.4,0.9,30.87
138120,0.98,0,0.69,41.25,-86.1,-175.9,976.9,-25.34,-19.15,6.3,30.87
138140,0,0,3.44,25.43,-148.7,-61.4,1013.4,-33.16,-11.21,4.64,30.63
138160,0,3.01,0,15.11,-127.7,-138.1,983.9,-35.2,-11.45,4.4,30.2
138180,0,0,0,9.89,-89.4,-57.1,960.9,-42.37,-6.57,-0.35,30.08
138200,0,3.34,2.33,3.86,-57.0,78.4,1012.7,-38.44,6.62,-1.06,30.3
138220,2.52,0,0,3.28,-83.0,97.9,1056.0,-37.13,5.34,1.52,29.74
138240,0.14,1.28,0,1.81,-56.4,37.4,994.7,-29.56,4.82,-2.44,29.39
138260,0,0.16,0,0,-96.8,216.2,966.4,-26.74,3.26,-5.69,29.26
138280,2.19,0,0,3.21,-90.1,160.6,1007.4,-24.64,15.91,-2.76,28.67
138300,0,0,0,0,-68.7,162.4,992.9,-18.53,20.45,-5.14,28.55
138320,0,0,0,0,-11.0,60.6,997.1,-2.98,29.3,-3.47,28.5
138340,75.96,25.56,7.18,4.89,-8.2,133.6,923.3,-2.31,22.35,1.69,28.14
138360,64.32,34.1,6.74,1.22,54.7,204.8,904.3,8.29,15.67,4.61,28.27
138380,45.39,50.27,21.04,0,30.9,156.6,872.3,20.65,19.04,2.49,28.74
138400,26.91,54.37,32.37,1.35,61.0,79.8,848.4,28.83,21.33,4.94,28.92
138420,17.57,54.83,39.84,0,103.3,181.8,799.3,35.85,12.71,1.21,29.55
138440,0,55.67,54.84,1.7,89.8,-27.8,807.4,30.98,6.07,0.61,29.72
138460,0,43.4,72.5,6.44,110.1,44.5,821.6,45.03,-2.46,3.36,30.1
138480,5.76,34.0,83.72,5.09,147.6,-2.8,843.3,38.44,-2.4,-0.79,30.1
138500,0,20.32,87.67,5.42,-4.7,-52.5,833.6,41.76,-0.13,-3.15,30.44
138520,0.66,13.71,80.18,19.23,52.5,-72.1,842.8,35.08,-15.3,-4.96,30.71
138540,0,2.68,71.48,36.05,101.2,-60.6,840.0,29.34,-15.61,-7.8,30.72
138560,0,3.58,57.17,46.82,52.5,-115.0,864.6,23.71,-11.74,-6.14,30.74
138580,0,2.04,47.54,52.52,18.4,-195.9,925.8,12.37,-16.14,-1.69,30.76
138600,0,1.6,32.34,67.81,42.7,-146.5,964.5,4.43,-22.01,-4.01,30.87
138620,0,1.61,19.37,72.75,-2.8,-102.9,1006.9,-2.32,-19.24,1.0,31.0
138640,0.77,0.26,8.49,60.57,-153.5,-104.5,972.2,-13.45,-19.36,4.74,31.06
138660,1.94,2.49,11.47,49.73,-74.7,-79.2,964.0,-21.74,-20.98,8.55,30.78
138680,0,1.28,1.84,30.78,-137.6,-206.7,1048.6,-28.23,-6.41,5.53,30.54
138700,0,0,0,17.55,-175.1,-76.8,1058.9,-33.46,-20.55,7.2,30.81
138720,4.31,0,0,10.53,-113.5,-74.9,1010.4,-40.22,-5.02,4.97,30.44
138740,0,0.26,1.23,5.57,-25.8,-11.7,1009.2,-36.93,6.22,0.31,30.35
138760,4.94,0,1.69,4.43,-97.3,6.9,1067.2,-40.44,5.98,-2.52,30.14
138780,0.31,0,0,0.56,-12.3,73.0,958.1,-32.76,0.16,-0.76,29.64
138800,0,3.15,1.2,0,-87.0,21.5,1016.5,-32.77,5.88,-7.76,29.27
138820,0,0,2.98,2.62,23.1,78.8,1032.9,-30.01,10.85,-4.0,29.06
138840,0,0,0,0,-28.5,236.3,1009.1,-24.31,20.52,-2.52,28.7
138860,3.12,2.12,0,0,25.3,191.6,1004.6,-7.38,11.06,-2.08,28.28
138880,0.31,1.35,0.98,1.54,147.5,65.1,995.2,-4.29,18.29,-2.59,28.63
138900,78.92,30.79,8.89,1.18,76.7,209.4,975.3,1.79,21.58,1.43,28.34
138920,62.54,36.73,18.72,0.85,-85.4,110.7,915.2,11.32,18.43,5.19,28.7
138940,48.54,50.83,19.85,0,-16.3,85.1,831.6,23.48,17.63,3.12,28.55
138960,21.62,58.06,30.7,4.35,110.1,89.0,854.7,32.07,11.19,8.76,29.27
138980,7.85,51.4,48.47,0,26.4,46.4,831.3,32.81,11.58,2.33,29.11
139000,4.35,52.99,56.73,0,75.6,119.5,760.5,39.17,8.42,6.22,29.45
139020,2.91,40.9,74.93,3.87,84.5,-0.8,827.8,41.55,14.45,-2.48,29.87
139040,3.26,30.96,82.84,9.37,22.2,-54.9,819.1,39.06,0.51,-2.67,30.38
139060,0,18.34,85.83,12.67,90.9,-35.2,809.2,37.7,-7.13,0.1,30.22
139080,9.59,5.77,76.68,22.97,71.0,-56.5,845.9,34.71,-10.54,-3.06,30.65
139100,3.9,2.55,70.06,30.88,72.3,-73.2,891.8,26.26,-9.34,-5.74,30.8
139120,0,4.85,52.33,46.79,1.2,-215.8,820.0,17.72,-17.57,-4.33,30.86
139140,0,0.8,43.3,56.96,61.0,-94.8,934.2,7.62,-28.03,-3.46,30.94
139160,0.64,0,26.84,62.33,-51.7,-159.1,1041.6,1.79,-15.57,-3.32,31.21
139180,0,0,18.85,62.31,-43.5,-155.6,995.0,-9.19,-18.93,5.4,30.88
139200,1.37,4.14,3.45,60.21,-66.5,-170.4,977.1,-11.91,-17.08,3.91,31.11
139220,1.23,1.08,9.26,46.59,-15.7,-163.8,1015.3,-26.37,-18.47,3.62,30.82
139240,0,2.75,1.63,28.44,-91.2,-178.6,996.4,-27.94,-12.36,6.31,30.66
139260,0,2.64,0,20.8,-78.8,-110.6,1018.8,-38.62,-10.25,5.81,30.62
139280,2.82,2.15,1.63,6.42,-74.8,20.1,988.8,-35.09,5.98,1.86,30.14
139300,0,0,0,1.95,-31.9,-21.5,956.5,-37.12,2.19,2.22,29.93
139320,1.88,0.89,0,0,-13.0,40.0,995.2,-41.71,8.3,-1.67,29.8
139340,4.94,2.96,1.75,2.11,-70.0,54.1,1015.7,-45.09,10.81,-5.18,29.69
139360,1.3,1.12,0,2.75,-74.9,94.7,1022.2,-34.98,10.73,-3.41,29.47
139380,0,0,5.45,0,12.8,173.3,910.8,-21.8,20.08,-3.82,29.24
139400,0,0,0,0,-160.1,46.8,983.5,-18.62,20.22,-2.18,28.72
139420,0,0,0,3.85,-50.0,169.3,971.9,-17.22,27.74,-4.65,28.19
139440,0,0,0,0,9.6,132.2,1025.7,0.99,24.11,-1.4,28.05
139460,72.2,26.28,9.57,2.04,17.7,74.2,952.2,8.04,19.98,-0.85,28.26
139480,64.43,43.03,14.03,0.13,35.9,159.0,886.8,15.64,14.88,5.52,29.05
139500,38.28,49.24,22.89,0,43.4,55.9,872.7,26.69,20.38,2.81,28.45
139520,21.73,60.1,37.71,0.36,162.7,64.5,828.9,28.63,19.6,3.63,29.26
139540,5.74,56.88,51.93,1.25,104.8,101.3,805.9,31.06,14.51,3.62,29.55
139560,7.25,48.02,67.2,5.12,233.4,36.8,757.2,36.66,8.52,2.28,29.8
139580,2.79,32.93,73.07,6.58,125.9,80.6,805.2,43.08,6.95,0.19,29.66
139600,0,29.7,84.79,10.64,178.9,-4.5,849.3,41.82,4.56,-2.83,30.33
139620,1.11,14.88,84.09,15.64,22.1,-20.5,800.9,34.12,-9.75,-5.47,30.65
139640,3.36,11.75,80.02,24.65,46.9,-58.5,861.2,35.13,-19.13,-2.88,30.84
139660,0,7.59,65.34,36.73,-19.9,-133.6,896.8,24.39,-17.1,-2.23,30.78
139680,4.16,0.26,50.71,48.78,68.4,-101.5,940.3,21.99,-22.5,-4.34,31.01
139700,0,0.9,36.97,65.27,5.1,-245.9,929.0,10.78,-15.91,-3.69,30.9
139720,0,0,28.69,72.33,98.2,-131.0,984.3,1.55,-14.93,-1.89,30.92
139740,0,0,14.01,63.17,-25.1,-55.1,1024.0,-12.51,-23.47,1.43,31.04
139760,0,1.54,7.87,56.25,-59.6,-55.4,999.9,-19.85,-13.19,2.3,30.6
139780,0,0,3.45,34.8,-71.6,-125.0,1026.4,-26.06,-16.8,7.21,30.42
139800,0,0,4.03,30.31,-8.1,-184.0,1009.1,-31.13,-14.24,8.48,30.9
139820,0,0,1.24,14.68,-107.4,-51.6,1065.7,-43.26,0.62,4.56,30.56
139840,0,0,0,7.71,-138.3,42.0,943.2,-37.97,-3.87,3.8,30.51
139860,0.58,0,4.13,13.96,-124.6,91.1,1020.7,-40.58,0.86,-4.96,30.33
139880,0,2.5,2.31,6.72,-130.9,44.3,997.1,-43.57,12.05,-4.04,30.07
139900,3.05,1.4,0.47,3.2,-97.7,-2.3,1040.4,-39.23,15.42,-0.04,29.67
139920,0.09,0,0,0,-126.7,117.5,1014.9,-34.22,9.92,-2.72,29.75
139940,2.56,0,0,0,56.3,133.0,1007.4,-21.81,13.29,-2.27,29.0
139960,0,0.96,1.75,0,53.6,110.5,1021.7,-22.95,7.37,-4.94,28.88
139980,0,0.69,0,0,-74.8,141.8,1052.5,-7.01,9.61,-2.01,28.35
140000,81.94,20.27,9.8,0,55.5,120.2,968.0,-4.89,22.67,1.78,28.24
140020,70.71,33.57,10.47,0.51,33.9,88.6,938.1,8.68,19.69,4.33,28.04
140040,50.17,46.93,8.24,0,-34.3,127.3,940.5,14.61,23.46,3.8,28.46
140060,30.25,51.5,23.01,0,93.6,82.4,856.9,22.54,10.68,5.88,29.08
140080,18.9,55.13,38.32,2.27,19.1,85.4,842.1,32.21,13.17,4.39,29.13
140100,7.86,54.53,54.53,0.91,133.7,31.2,815.5,35.45,8.13,2.04,29.27
140120,3.0,45.8,67.79,4.39,91.4,90.4,816.1,38.0,2.5,0.39,29.75
140140,1.66,30.31,79.02,0,55.0,-52.9,817.6,40.99,-3.22,0.48,29.73
140160,2.22,23.71,79.08,10.94,106.9,-73.3,821.7,42.67,0.76,-2.45,30.64
140180,3.58,19.98,83.96,10.55,201.8,-43.2,807.7,41.62,-10.46,-6.44,30.32
140200,1.8,7.96,81.6,25.39,130.6,-61.0,810.4,29.23,-12.97,-6.58,30.61
140220,0,6.96,62.18,40.23,62.6,-75.1,851.3,20.24,-19.74,-3.72,30.84
140240,0.99,3.03,46.61,51.45,104.6,-50.0,884.3,17.62,-15.08,0.48,31.04
140260,1.09,2.57,37.87,64.93,60.4,-157.0,957.8,7.75,-24.92,-4.12,30.92
140280,0.87,0,19.47,68.74,-83.5,-211.9,975.8,-2.04,-10.62,0.57,31.03
140300,0,0,14.76,62.76,49.3,-145.3,1016.2,-3.64,-29.41,1.07,30.68
140320,4.14,0,8.5,55.86,-39.8,-79.7,955.7,-12.88,-26.63,6.73,31.07
140340,4.17,0,2.51,37.56,-53.8,-202.6,965.4,-24.39,-19.6,6.63,30.95
140360,3.04,0,0,24.58,-0.7,-106.9,1041.4,-29.32,-12.77,5.7,30.34
140380,4.08,0,0.81,18.07,-36.1,5.3,1028.9,-31.83,-10.64,2.44,30.81
140400,0,0.63,0.28,5.67,-123.2,-116.9,1034.4,-38.62,0.31,5.49,30.15
140420,0,0.06,0,4.68,-124.7,103.7,993.8,-37.69,-0.5,2.87,30.03
140440,3.37,0,4.58,1.05,15.1,113.1,1002.7,-37.89,4.55,-3.55,29.85
140460,0,0,0.72,6.1,-122.7,149.2,964.1,-36.61,14.67,-4.39,29.66
140480,0.05,0,1.22,0,-63.7,137.9,1019.9,-23.89,11.91,-7.85,28.71
140500,0,0.87,0,1.13,-25.6,177.9,966.7,-27.83,20.42,-3.9,29.27
140520,0,1.49,0.41,1.07,-91.1,178.1,1054.8,-18.02,15.89,-5.44,28.36
140540,0,0,1.22,2.55,-69.1,154.3,1051.0,-11.16,24.02,-4.76,28.42
140560,80.11,19.47,5.54,2.55,-15.8,97.9,1042.9,-0.14,10.64,3.0,28.16
140580,64.02,31.15,15.92,0,59.5,188.9,954.8,9.35,13.37,3.14,28.53
140600,51.7,46.84,20.66,0.01,49.4,174.2,931.9,14.56,19.32,4.77,28.69
140620,25.38,51.14,25.82,0,77.7,113.4,887.2,21.04,22.88,5.46,29.5
140640,12.42,59.22,45.4,0,96.7,109.6,823.7,32.69,16.74,5.29,29.16
140660,5.58,48.8,60.65,2.47,128.7,115.4,848.1,40.51,9.85,3.99,29.31
140680,6.58,48.41,74.1,1.12,86.9,0.2,786.8,45.95,-3.1,4.26,29.39
140700,0,33.85,84.01,0.79,168.3,-8.3,803.1,40.55,4.13,-1.6,30.0
140720,1.14,24.44,79.51,11.06,59.8,-82.8,807.6,41.62,-1.77,-4.96,30.61
140740,0.2,15.59,84.91,17.34,112.6,-153.0,809.8,30.14,-9.12,-4.94,30.72
140760,0,12.61,72.02,32.31,17.4,-142.6,795.1,30.81,-16.33,-5.01,30.86
140780,1.36,5.68,58.35,44.13,63.5,-126.5,900.1,23.91,-10.28,-6.24,30.75
140800,1.55,0,45.6,57.87,50.0,-46.8,933.5,14.87,-13.6,-5.27,31.07
140820,0,0,33.65,62.3,12.1,-109.2,990.1,3.71,-15.2,-2.77,30.8
140840,2.18,0,23.07,71.97,-74.5,-36.8,924.9,-3.44,-13.53,0.15,31.0
140860,0,0.85,15.26,58.54,-78.8,-131.6,955.9,-11.29,-21.08,4.78,30.75
140880,0,0.59,5.61,46.68,-13.0,-102.4,956.2,-18.26,-24.44,5.54,30.92
140900,0,1.72,5.53,33.22,-113.2,-80.7,1029.5,-31.05,-15.39,3.79,31.2
140920,0,0.96,0,27.24,76.1,-142.0,1048.4,-33.14,-3.05,2.09,30.45
140940,0,4.44,8.2,10.77,-69.2,-121.4,979.6,-40.88,-10.61,3.41,30.41
140960,0,0,2.42,6.77,-113.3,-75.0,1040.1,-40.4,4.21,0.35,30.71
140980,1.64,0,0,0,-91.3,27.3,943.7,-38.1,-1.91,-3.7,30.19
141000,0,0.06,2.67,0.58,-101.8,-39.0,1026.0,-37.02,7.96,-1.2,30.01
141020,0,2.4,0,3.15,-35.1,74.1,988.4,-33.0,9.02,-4.62,29.28
141040,0,4.34,1.9,0,61.4,130.3,1009.7,-32.47,9.86,-5.45,29.21
141060,0,1.5,0,0,-54.0,95.5,969.0,-22.25,16.82,-4.1,29.08
141080,0,0,0,3.67,-9.5,232.6,961.3,-14.54,18.05,1.06,28.38
141100,0,3.65,0,3.26,61.6,149.1,1033.4,-3.64,17.48,-4.97,27.88
141120,75.66,25.97,3.73,1.44,-54.1,63.4,977.2,0.01,15.22,3.39,27.87
141140,60.84,34.15,18.64,0,8.7,95.0,932.8,11.15,15.57,3.61,28.27
141160,44.21,49.76,16.25,0,54.4,157.0,905.6,14.5,14.43,7.7,28.55
141180,27.17,57.8,29.51,0,18.5,54.7,859.2,29.53,20.36,5.27,29.26
141200,15.46,59.66,48.95,0.43,127.2,88.8,797.1,33.8,9.05,6.36,29.67
141220,4.3,51.88,62.1,2.93,124.5,39.4,750.5,37.24,18.82,3.76,29.74
141240,3.94,39.91,74.47,1.27,7.5,58.8,822.4,40.13,-0.77,-0.49,29.66
141260,4.95,34.36,83.19,5.08,72.9,-96.1,831.6,39.66,-1.91,-2.91,29.94
141280,0.28,19.44,85.03,9.48,166.3,-15.2,805.9,35.88,-12.69,-4.39,30.8
141300,0,11.64,79.73,26.59,108.3,-86.6,808.5,32.55,-10.65,-3.52,30.68
141320,0.08,10.53,77.08,24.74,88.5,-106.9,906.0,29.25,-9.01,-5.62,30.55
141340,0,2.08,58.52,42.28,38.4,-133.2,959.9,19.69,-18.01,-0.03,30.86
141360,0,2.65,42.45,56.94,51.2,-125.2,961.9,10.95,-19.62,-6.55,30.87
141380,1.56,2.12,27.71,67.59,65.2,-195.4,1031.2,6.54,-14.41,-2.97,31.06
141400,0,0,18.57,66.02,3.8,-127.1,1045.5,-3.29,-17.89,0.8,30.84
141420,0,0,7.33,57.06,-91.3,-87.9,1003.6,-12.74,-15.64,6.06,31.35
141440,0,0.68,8.0,47.45,-38.7,-105.1,1064.8,-21.13,-21.41,3.35,30.81
141460,0.93,0,3.46,33.53,-2.5,-53.5,984.3,-27.18,-10.05,5.29,30.42
141480,0.89,2.32,0,20.08,-154.3,-61.1,1011.3,-38.72,-12.39,7.18,30.54
141500,1.78,3.74,0.34,12.0,-159.4,-20.3,1012.8,-35.42,-12.27,-0.02,30.25
141520,0,0.41,0,9.22,-50.8,-53.7,962.7,-39.98,-5.35,1.75,29.99
141540,2.05,1.42,0,5.02,-140.7,-11.4,961.2,-39.13,5.74,-3.41,30.1
141560,0.04,3.91,2.98,0,-93.5,74.5,981.8,-36.45,6.35,-7.92,29.76
141580,0.04,0,2.14,2.46,-21.6,77.8,1012.4,-31.3,18.15,-2.69,29.56
141600,0,5.26,0,0,-33.0,39.8,886.2,-29.71,17.08,-6.53,28.97
141620,0.18,0.77,5.9,0,-65.0,156.5,985.4,-20.22,14.71,-5.91,28.72
141640,2.1,2.88,1.55,2.28,-19.7,134.5,999.3,-11.95,14.34,-2.24,28.44
141660,1.94,0.82,0,0,2.2,136.1,947.2,3.7,14.9,-3.26,28.12
141680,79.32,29.89,13.06,0.28,83.8,115.2,967.9,6.95,23.98,3.96,28.4
141700,62.37,46.63,13.2,4.29,127.7,141.9,953.2,13.03,14.8,4.0,28.26
141720,35.41,46.65,23.55,0,113.9,55.1,882.9,22.46,20.84,6.59,28.78
141740,25.57,55.98,37.75,2.24,23.7,120.1,819.0,24.33,15.08,4.89,28.83
141760,12.18,56.4,52.59,6.03,113.1,33.6,821.6,37.86,12.36,5.83,30.11
141780,0,49.78,65.96,0,181.4,91.1,796.1,36.47,6.97,3.37,29.68
141800,4.21,39.27,77.8,5.75,101.3,-60.6,792.3,41.11,-7.33,0.59,30.11
141820,3.8,27.06,84.3,8.04,86.4,59.5,829.5,37.84,0.7,0.85,30.15
141840,0,22.37,81.32,14.89,165.9,-94.2,806.7,41.72,2.68,-2.42,30.53
141860,0,12.66,76.72,22.97,53.5,-220.1,811.0,32.54,-4.62,-4.72,30.41
141880,0,1.53,67.03,33.88,-30.7,-130.0,820.0,29.93,-18.1,-4.42,30.62
141900,5.05,1.56,56.59,51.71,4.2,-112.8,923.1,19.25,-15.99,0.02,31.11
141920,0.77,2.08,40.3,56.29,17.2,-182.1,987.3,14.93,-22.64,-2.22,31.2
141940,1.1,0,22.7,62.6,-4.0,-144.3,994.7,-1.9,-17.68,-0.26,30.92
141960,0,0.93,21.32,66.43,6.4,-186.8,931.5,-3.29,-23.22,2.87,31.27
141980,0.21,0,9.61,58.27,5.8,-129.0,971.4,-20.04,-20.65,6.14,31.02
142000,0,0,7.85,42.02,-17.1,-136.6,975.3,-21.29,-22.31,2.55,31.1
142020,1.85,1.37,0,33.32,-123.2,-184.5,1048.6,-28.35,-14.9,4.36,30.93
142040,0,0,2.08,19.24,-15.5,-190.0,1052.9,-30.37,-3.22,2.89,30.47
142060,0.04,1.31,5.73,10.74,-192.9,-101.5,981.6,-35.46,-8.99,0.34,30.8
142080,3.07,0,0,6.14,-36.0,40.8,1043.7,-43.74,4.65,-1.69,30.26
142100,3.61,0.23,1.9,0.01,-60.1,28.0,981.3,-34.44,6.14,-0.05,29.8
142120,0,0,0,2.14,-149.2,187.2,962.2,-36.06,6.88,-5.3,30.03
142140,1.71,5.0,0.42,2.84,-93.5,63.5,1045.8,-25.65,19.72,-0.99,29.54
142160,0,0,0.11,0,-45.3,99.6,1002.9,-25.39,12.59,-8.59,29.26
142180,0,2.15,0,1.54,-45.3,108.1,1021.5,-18.54,11.21,0.46,28.61
142200,4.91,0,0.89,0,1.1,193.8,968.5,-10.49,18.25,-2.6,28.19
142220,1.51,0.57,0.83,2.72,-6.5,110.1,958.8,3.15,21.95,-4.21,28.01
142240,67.59,28.88,8.06,0,80.5,186.5,999.1,2.23,17.96,2.89,28.42
142260,55.91,40.2,15.45,0.17,12.7,179.3,886.6,19.0,18.74,5.08,28.7
142280,35.68,57.23,25.1,2.91,138.6,93.2,896.4,24.7,23.27,7.37,29.1
142300,17.15,57.48,39.48,0,71.9,107.3,869.5,31.33,12.16,5.5,29.47
142320,13.08,54.41,55.7,4.0,95.6,63.6,828.4,42.55,15.37,7.66,29.42
142340,4.55,44.92,70.28,2.81,141.3,13.2,802.9,38.04,3.26,5.5,29.67
142360,0.63,34.83,80.42,7.66,104.6,40.3,775.2,37.17,-5.07,1.45,30.18
142380,7.1,25.64,79.96,9.03,-19.7,-79.8,756.8,43.94,-7.26,-7.64,30.13
142400,1.91,16.91,83.62,10.38,250.9,-43.7,812.4,41.99,-8.81,-4.65,30.11
142420,1.56,8.36,75.34,18.81,64.6,-87.3,858.4,31.08,-16.92,-7.33,30.65
142440,0,11.42,68.32,42.66,-15.7,-139.9,828.6,29.62,-16.18,-4.71,30.91
142460,1.6,0,53.38,52.58,-54.3,-111.4,906.9,18.55,-21.28,-2.62,30.92
142480,0,7.26,35.02,65.39,130.0,-119.5,979.6,6.86,-26.5,-1.85,30.89
142500,0.81,6.24,22.13,65.49,-42.0,-213.4,954.9,3.75,-24.4,-0.58,31.31
142520,0,0,17.37,65.55,-10.2,-203.3,1032.5,-9.41,-16.13,0.54,31.2
142540,0,0.84,8.05,50.94,-40.9,-216.1,1016.2,-16.15,-17.89,1.73,31.47
142560,2.01,0,3.02,36.79,-96.8,-110.8,985.1,-27.68,-17.47,7.99,30.89
142580,0.25,0,3.3,24.45,-124.6,-126.7,1014.0,-34.91,-6.45,5.52,30.78
142600,0,0,3.95,19.79,-144.3,-105.1,992.2,-40.85,-8.75,4.59,30.65
142620,0,0,0.41,4.9,-165.1,-9.9,1009.8,-37.44,-2.3,-0.29,30.35
142640,0,5.37,0,3.32,-44.7,21.3,1025.4,-42.09,5.1,-0.46,30.07
142660,0,0,1.28,3.65,-130.5,42.4,1026.7,-35.29,4.8,1.41,29.87
142680,0.88,2.85,0,3.65,-139.4,-0.1,981.8,-34.59,9.74,-2.9,29.48
142700,1.16,0,1.5,3.21,-57.2,173.5,987.0,-27.02,9.57,-5.35,29.08
142720,0,0,0.72,0,-33.0,146.8,1020.0,-25.34,9.07,-1.57,29.21
142740,0,2.13,0,3.23,-1.7,24.9,1020.7,-19.92,15.67,-2.52,28.38
142760,0,0.72,0,0,-58.2,105.6,992.3,-6.75,13.78,1.51,28.27
142780,79.69,19.49,3.45,0.04,-80.6,145.7,972.7,0.97,26.54,2.3,27.85
142800,71.15,32.58,9.69,0,60.6,164.8,896.7,12.25,15.7,1.92,28.42
142820,53.0,52.44,12.59,0,17.9,180.4,890.9,17.21,17.81,3.67,28.84
142840,33.29,54.47,32.97,0.66,79.5,188.2,880.8,25.59,18.36,8.8,28.81
142860,19.27,61.98,40.05,4.57,144.9,39.7,865.7,32.25,22.79,4.41,29.35
142880,10.96,52.58,51.47,1.24,160.3,46.1,796.4,38.29,7.9,3.75,29.6
142900,4.88,41.85,70.51,5.75,90.7,36.5,792.4,44.15,1.44,1.13,29.82
142920,0,37.01,80.48,5.55,103.4,68.6,792.2,38.27,-4.44,-0.75,30.17
142940,4.79,26.34,82.75,7.53,133.4,-87.8,754.9,47.41,0.93,-2.05,30.21
142960,0,14.87,86.98,19.68,8.3,-76.4,838.1,37.43,-10.77,-3.76,30.38
142980,0,6.79,67.86,25.8,117.7,-115.4,857.3,31.3,-20.0,-4.99,30.66
143000,4.42,4.72,59.95,42.83,126.3,-81.9,867.4,22.13,-16.34,-6.92,30.92
